carat,cut,color,clarity,depth,table,price,x,y,z,volume,price_per_carat
1.04,Ideal,E,SI1,62.0,57.0,4530,6.47,6.5,4.02,169.06109999999998,4355.77
1.06,Ideal,I,VS2,62.3,56.0,4530,6.56,6.51,4.07,173.811792,4273.58
0.9,Very Good,G,VS2,63.2,58.0,4531,6.11,6.17,3.88,146.270956,5034.44
0.9,Ideal,G,VS1,61.6,56.3,4531,6.22,6.3,3.86,151.25796,5034.44
0.9,Ideal,F,VS2,60.5,54.0,4531,6.22,6.17,3.75,143.91525000000001,5034.44
0.93,Very Good,E,SI1,63.1,57.0,4531,6.19,6.17,3.9,148.94997,4872.04
1.02,Very Good,I,VS2,59.3,59.0,4532,6.56,6.6,3.9,168.85439999999997,4443.14
1.0,Very Good,E,SI2,63.2,56.0,4532,6.33,6.36,4.01,161.43778799999998,4532.0
1.11,Good,E,SI2,58.3,60.0,4532,6.76,6.83,3.96,182.836368,4082.88
1.01,Premium,F,SI2,61.7,60.0,4533,6.36,6.42,3.94,160.874928,4488.12
1.12,Very Good,I,SI2,61.2,59.0,4533,6.69,6.74,4.11,185.32236600000002,4047.32
0.93,Very Good,F,SI1,61.1,58.0,4534,6.26,6.3,3.84,151.44191999999998,4875.27
1.0,Fair,G,VVS2,66.9,55.0,4534,6.2,6.17,4.14,158.37156,4534.0
0.96,Good,H,VS1,63.9,54.0,4535,6.22,6.27,3.99,155.60760599999998,4723.96
1.13,Ideal,H,SI2,61.0,60.0,4535,6.73,6.69,4.09,184.14693300000002,4013.27
1.0,Good,E,SI1,63.5,62.0,4535,6.27,6.4,4.02,161.31455999999997,4535.0
0.91,Very Good,G,VS1,63.1,61.0,4536,6.13,6.07,3.85,143.255035,4984.62
0.9,Premium,F,VS2,61.9,55.0,4536,6.25,6.23,3.86,150.29874999999998,5040.0
1.13,Premium,I,SI1,61.8,59.0,4536,6.65,6.68,4.12,183.01864,4014.16
1.2,Ideal,J,SI1,62.5,55.0,4536,6.84,6.79,4.26,197.84973599999998,3780.0
1.2,Premium,J,SI1,60.5,59.0,4536,6.84,6.79,4.12,191.347632,3780.0
0.9,Fair,F,VS2,59.5,67.0,4536,6.29,6.24,3.73,146.401008,5040.0
1.08,Ideal,H,SI2,61.0,57.0,4536,6.64,6.6,4.04,177.04896,4200.0
1.08,Ideal,H,SI2,59.3,57.0,4536,6.74,6.71,3.99,180.44934600000002,4200.0
1.08,Ideal,H,SI2,60.4,57.0,4536,6.68,6.63,4.02,178.03936799999997,4200.0
1.0,Premium,H,VS2,61.9,61.0,4536,6.37,6.23,3.9,154.77189,4536.0
1.1,Very Good,I,SI1,62.0,59.0,4537,6.54,6.59,4.07,175.411302,4124.55
1.1,Premium,H,SI2,62.2,58.0,4537,6.6,6.69,4.13,182.35602,4124.55
1.1,Ideal,H,SI2,62.0,55.0,4537,6.6,6.62,4.1,179.13719999999998,4124.55
1.1,Ideal,H,SI2,62.6,56.0,4537,6.57,6.65,4.14,180.87867000000003,4124.55
1.13,Very Good,H,SI2,59.8,59.0,4537,6.75,6.82,4.06,186.9021,4015.04
1.13,Very Good,H,SI2,62.5,62.0,4537,6.59,6.66,4.14,181.702116,4015.04
0.93,Very Good,E,SI1,62.5,58.0,4537,6.18,6.24,3.88,149.625216,4878.49
1.1,Ideal,J,VS2,62.4,55.0,4537,6.59,6.64,4.13,180.718888,4124.55
1.12,Very Good,H,SI2,62.4,55.0,4538,6.63,6.68,4.15,183.79686,4051.79
1.0,Very Good,I,SI1,63.3,56.0,4538,6.27,6.36,4.0,159.5088,4538.0
1.01,Very Good,D,SI2,63.5,61.0,4538,6.37,6.33,4.03,162.498063,4493.07
1.01,Fair,D,SI2,64.6,62.0,4538,6.26,6.21,4.03,156.66463800000002,4493.07
1.11,Ideal,H,SI2,63.5,60.0,4538,6.58,6.49,4.15,177.22243,4088.29
1.11,Premium,H,SI2,59.8,60.0,4538,6.75,6.66,4.01,180.26954999999998,4088.29
1.01,Good,G,SI1,63.5,64.0,4538,6.41,6.28,4.03,162.22684400000003,4493.07
1.09,Premium,D,SI2,62.8,56.0,4538,6.49,6.45,4.06,169.95363,4163.3
1.1,Very Good,E,SI2,60.0,58.0,4539,6.72,6.75,4.04,183.2544,4126.36
1.1,Very Good,E,SI2,60.9,60.0,4539,6.61,6.66,4.04,177.85130400000003,4126.36
1.0,Ideal,J,VS2,62.4,54.0,4539,6.4,6.46,4.01,165.78943999999998,4539.0
1.02,Ideal,H,SI1,61.6,57.0,4540,6.43,6.5,3.98,166.3441,4450.98
0.9,Very Good,G,VS1,62.7,60.0,4540,6.06,6.13,3.82,141.90459599999997,5044.44
0.9,Good,G,VS1,63.6,58.0,4540,6.09,6.12,3.88,144.610704,5044.44
0.9,Good,G,VS1,63.7,56.0,4540,6.07,6.15,3.89,145.215645,5044.44
0.9,Very Good,G,VS1,62.3,60.0,4540,6.0,6.08,3.76,137.1648,5044.44
1.02,Very Good,E,SI2,63.3,58.0,4540,6.31,6.4,4.02,162.34367999999998,4450.98
1.01,Very Good,E,SI2,60.0,60.0,4540,6.57,6.49,3.92,167.14605600000002,4495.05
1.0,Very Good,D,SI2,64.7,57.0,4541,6.29,6.36,4.09,163.617996,4541.0
1.0,Good,D,SI2,64.5,59.0,4541,6.25,6.31,4.05,159.72187499999998,4541.0
1.06,Ideal,G,SI2,62.2,55.0,4541,6.56,6.53,4.07,174.345776,4283.96
1.02,Ideal,F,SI2,60.7,56.0,4541,6.53,6.5,3.95,167.65775000000002,4451.96
1.02,Premium,F,SI2,61.5,58.0,4541,6.49,6.42,3.97,165.41322600000004,4451.96
1.02,Premium,F,SI2,62.5,60.0,4541,6.43,6.36,4.0,163.57920000000001,4451.96
1.02,Premium,F,SI2,61.1,59.0,4541,6.45,6.41,3.93,162.48388500000001,4451.96
0.98,Very Good,G,SI2,62.2,57.0,4542,6.33,6.37,3.95,159.272295,4634.69
1.27,Good,J,SI2,66.0,59.0,4542,6.71,6.75,4.44,201.0987,3576.38
0.9,Very Good,G,VS2,62.7,59.0,4543,6.09,6.16,3.84,144.055296,5047.78
0.91,Good,G,VVS2,64.1,58.0,4543,6.06,6.1,3.9,144.1674,4992.31
1.0,Very Good,D,SI2,59.5,62.0,4543,6.49,6.52,3.87,163.758276,4543.0
1.0,Good,D,SI2,62.2,61.0,4543,6.3,6.36,3.94,157.86792,4543.0
1.0,Good,G,SI1,63.3,60.0,4543,6.24,6.33,3.98,157.206816,4543.0
1.0,Very Good,D,SI2,59.4,60.0,4543,6.48,6.56,3.87,164.50905600000002,4543.0
1.0,Very Good,D,SI2,61.6,58.0,4543,6.37,6.45,3.95,162.291675,4543.0
1.0,Very Good,D,SI2,58.3,61.0,4543,6.54,6.59,3.83,165.067638,4543.0
1.04,Premium,D,SI2,61.9,58.0,4543,6.54,6.49,4.03,171.05173800000003,4368.27
1.04,Ideal,I,SI1,62.6,56.0,4543,6.55,6.48,4.08,173.17152000000002,4368.27
1.25,Premium,D,SI2,59.8,55.0,4543,7.07,7.01,4.21,208.650547,3634.4
1.04,Ideal,H,SI2,61.7,57.0,4543,6.54,6.49,4.02,170.62729199999998,4368.27
1.08,Very Good,G,SI2,62.9,59.0,4544,6.53,6.57,4.12,176.75665200000003,4207.41
1.08,Ideal,G,SI2,61.9,57.0,4544,6.55,6.57,4.06,174.71601,4207.41
1.08,Ideal,G,SI2,62.2,56.0,4544,6.56,6.59,4.09,176.812336,4207.41
1.1,Very Good,J,VS1,60.9,59.0,4545,6.65,6.74,4.08,182.86968000000002,4131.82
1.03,Very Good,D,SI2,60.9,57.0,4545,6.53,6.55,3.98,170.23057,4412.62
0.9,Very Good,F,SI1,63.3,55.0,4545,6.18,6.12,3.89,147.126024,5050.0
1.01,Good,E,SI1,63.5,58.0,4546,6.28,6.35,4.01,159.91078,4500.99
0.93,Ideal,G,SI1,62.0,56.0,4546,6.22,6.26,3.87,150.686964,4888.17
1.04,Ideal,F,SI2,62.6,57.0,4547,6.45,6.48,4.05,169.27380000000002,4372.12
1.04,Ideal,F,SI2,61.8,56.0,4547,6.49,6.53,4.02,170.36639399999999,4372.12
0.73,Ideal,D,VVS2,62.0,53.6,4547,5.76,5.8,3.59,119.93472,6228.77
0.9,Good,G,VS2,60.4,61.0,4547,6.23,6.32,3.79,149.22594400000003,5052.22
1.06,Ideal,H,SI2,61.7,60.0,4547,6.53,6.51,4.02,170.891406,4289.62
1.02,Ideal,E,SI2,61.6,56.0,4547,6.55,6.48,3.99,169.35156,4457.84
1.31,Premium,H,SI2,61.7,59.0,4548,7.03,6.98,4.32,211.97980800000002,3471.76
1.31,Premium,H,SI2,61.7,59.0,4548,7.03,6.98,4.32,211.97980800000002,3471.76
1.2,Good,J,VS2,63.7,58.0,4548,6.68,6.61,4.23,186.77480400000002,3790.0
0.94,Premium,H,VS2,60.1,59.0,4548,6.35,6.32,3.81,152.90292,4838.3
0.95,Ideal,G,VS2,61.6,56.0,4549,6.34,6.3,3.89,155.37438,4788.42
1.01,Good,F,SI1,63.5,57.0,4549,6.29,6.33,4.01,159.660957,4503.96
1.01,Very Good,F,SI1,63.0,57.0,4549,6.36,6.4,4.02,163.63008000000002,4503.96
1.04,Ideal,J,VS2,61.3,54.0,4550,6.53,6.55,4.01,171.513715,4375.0
0.91,Fair,E,VS2,61.8,66.0,4550,6.11,6.09,3.77,140.281323,5000.0
1.05,Good,I,VS2,64.3,55.0,4550,6.46,6.42,4.14,171.69904799999998,4333.33
1.0,Ideal,G,SI2,62.0,53.0,4551,6.42,6.45,3.99,165.22191,4551.0
1.26,Fair,I,SI2,64.8,57.0,4551,6.73,6.69,4.35,195.853095,3611.9
1.07,Very Good,F,SI2,59.4,60.0,4552,6.68,6.75,3.99,179.9091,4254.21
1.02,Very Good,H,SI1,63.7,55.0,4552,6.31,6.38,4.04,162.64151199999998,4462.75
1.27,Good,H,SI2,63.6,58.0,4552,6.82,6.74,4.31,198.116908,3584.25
1.02,Premium,G,SI2,62.5,58.0,4552,6.43,6.4,4.01,165.01952,4462.75
1.28,Premium,J,SI2,62.3,58.0,4553,6.89,6.94,4.31,206.08954599999998,3557.03
0.87,Ideal,G,VS2,61.4,55.0,4553,6.15,6.17,3.78,143.43399,5233.33
1.18,Fair,I,VS2,62.0,66.0,4553,6.75,6.63,4.16,186.1704,3858.47
1.07,Fair,F,SI1,60.6,66.0,4554,6.65,6.46,3.97,170.54723,4256.07
1.18,Premium,I,SI2,61.7,58.0,4555,6.75,6.79,4.18,191.57985,3860.17
0.91,Very Good,D,SI1,62.8,59.0,4556,6.17,6.21,3.89,149.04807300000002,5006.59
1.01,Ideal,G,SI2,59.3,60.0,4556,6.54,6.58,3.89,167.399148,4510.89
1.13,Ideal,H,SI2,62.0,57.0,4556,6.74,6.64,4.15,185.72744,4031.86
1.13,Ideal,H,SI1,61.3,57.0,4556,6.72,6.7,4.11,185.04864,4031.86
1.04,Ideal,H,SI2,61.7,55.0,4557,6.49,6.53,4.02,170.36639399999999,4381.73
1.03,Ideal,G,SI2,62.8,54.0,4557,6.51,6.46,4.07,171.162222,4424.27
1.05,Premium,F,SI2,62.6,59.0,4557,6.47,6.43,4.04,168.072484,4340.0
1.03,Premium,G,SI2,60.6,60.0,4557,6.53,6.5,3.95,167.65775000000002,4424.27
1.1,Premium,H,SI2,62.6,57.0,4558,6.6,6.56,4.12,178.37951999999999,4143.64
1.19,Premium,I,SI2,61.6,56.0,4558,6.87,6.83,4.22,198.011262,3830.25
1.02,Ideal,H,SI1,61.8,57.0,4558,6.48,6.41,3.98,165.31646400000002,4468.63
1.02,Good,H,SI1,63.9,55.0,4558,6.4,6.37,4.08,166.33344,4468.63
1.02,Premium,H,SI1,60.3,59.0,4558,6.5,6.44,3.9,163.254,4468.63
1.02,Premium,H,SI1,61.9,61.0,4558,6.42,6.34,3.95,160.77606,4468.63
1.05,Premium,H,SI1,62.5,57.0,4558,6.52,6.45,4.05,170.31869999999998,4340.95
1.1,Premium,H,SI2,60.9,57.0,4558,6.67,6.62,4.05,178.82936999999998,4143.64
1.02,Good,D,SI1,64.3,54.0,4558,6.32,6.27,4.05,160.48691999999997,4468.63
1.19,Very Good,H,SI2,63.4,58.0,4558,6.79,6.76,4.29,196.912716,3830.25
1.14,Ideal,G,SI2,63.0,57.0,4558,6.7,6.64,4.2,186.8496,3998.25
1.01,Good,H,SI1,63.3,58.0,4559,6.37,6.4,4.04,164.70272,4513.86
1.01,Very Good,H,SI1,63.0,60.0,4559,6.33,6.36,4.0,161.0352,4513.86
1.01,Premium,H,SI1,59.8,60.0,4559,6.48,6.52,3.89,164.350944,4513.86
1.01,Very Good,H,SI1,62.8,58.0,4559,6.36,6.38,4.0,162.3072,4513.86
1.01,Good,H,SI1,63.4,58.0,4559,6.34,6.38,4.03,163.010276,4513.86
1.01,Premium,H,SI1,61.2,58.0,4559,6.43,6.47,3.95,164.328295,4513.86
1.01,Good,H,SI1,60.3,64.0,4559,6.5,6.53,3.93,166.80885,4513.86
1.01,Ideal,H,SI1,62.4,53.0,4559,6.42,6.47,4.02,166.98034799999996,4513.86
1.21,Good,J,SI2,60.4,56.0,4559,6.84,6.93,4.16,197.18899199999998,3767.77
1.01,Premium,H,VS2,61.9,62.0,4559,6.45,6.37,3.97,163.113405,4513.86
1.01,Ideal,F,SI1,63.0,57.0,4559,6.39,6.34,4.01,162.455526,4513.86
1.01,Very Good,H,VS2,63.3,57.0,4559,6.32,6.27,3.99,158.10933599999998,4513.86
1.01,Premium,H,VS2,62.9,60.0,4559,6.33,6.22,3.95,155.52177,4513.86
1.35,Ideal,G,I1,62.5,57.0,4560,7.01,7.04,4.39,216.64825599999998,3377.78
1.07,Premium,F,SI2,61.8,59.0,4560,6.53,6.57,4.05,173.75350500000002,4261.68
0.96,Very Good,F,SI1,60.6,62.0,4560,6.35,6.39,3.86,156.62528999999998,4750.0
0.9,Very Good,E,SI1,63.2,58.0,4560,6.12,6.1,3.86,144.10152,5066.67
1.01,Ideal,G,SI2,61.6,54.0,4560,6.4,6.45,3.96,163.46880000000002,4514.85
1.05,Good,D,SI2,60.0,63.0,4560,6.59,6.64,3.97,173.717672,4342.86
1.03,Premium,D,SI2,61.8,60.0,4560,6.45,6.42,3.98,164.80782,4427.18
1.16,Ideal,I,SI2,62.6,56.0,4560,6.73,6.68,4.2,188.81688000000003,3931.03
0.97,Premium,F,SI1,62.7,59.0,4561,6.28,6.31,3.95,156.52586,4702.06
0.9,Ideal,G,VS2,62.0,57.0,4561,6.19,6.22,3.85,148.23193,5067.78
1.1,Very Good,H,SI2,59.8,60.0,4561,6.7,6.77,4.03,182.79677,4146.36
0.91,Very Good,D,SI1,60.8,60.0,4561,6.24,6.21,3.79,146.864016,5012.09
1.05,Ideal,G,SI2,62.3,56.0,4561,6.52,6.58,4.08,175.03852799999999,4343.81
0.92,Ideal,D,SI1,62.2,56.0,4561,6.23,6.27,3.89,151.951569,4957.61
1.01,Very Good,E,SI2,63.2,59.0,4561,6.38,6.34,4.02,162.60578399999997,4515.84
1.01,Fair,F,SI1,65.9,60.0,4561,6.25,6.17,4.09,157.72062499999998,4515.84
0.92,Premium,E,SI1,62.2,58.0,4562,6.18,6.23,3.86,148.615404,4958.7
0.92,Premium,E,SI1,59.8,59.0,4562,6.33,6.37,3.8,153.22397999999998,4958.7
0.92,Very Good,E,SI1,62.1,58.0,4562,6.15,6.22,3.84,146.89151999999999,4958.7
0.9,Premium,E,VS2,63.0,57.0,4562,6.15,6.07,3.85,143.72242500000002,5068.89
0.9,Premium,E,VS2,60.6,53.0,4562,6.3,6.27,3.81,150.49881,5068.89
1.22,Premium,I,VS2,61.6,59.0,4562,6.86,6.81,4.21,196.676886,3739.34
1.01,Very Good,E,SI1,61.1,57.0,4563,6.44,6.5,3.95,165.347,4517.82
1.06,Ideal,H,SI2,60.9,56.0,4563,6.58,6.63,4.02,175.37410799999998,4304.72
1.01,Good,E,SI1,64.5,56.0,4563,6.24,6.29,4.04,158.568384,4517.82
1.07,Ideal,E,SI2,61.6,55.0,4564,6.62,6.59,4.07,177.557006,4265.42
1.04,Very Good,H,SI1,62.8,57.0,4564,6.44,6.48,4.06,169.428672,4388.46
1.01,Very Good,D,SI2,59.7,58.0,4564,6.55,6.61,3.93,170.151315,4518.81
1.01,Very Good,D,SI2,61.4,60.0,4564,6.33,6.38,3.9,157.50305999999998,4518.81
1.08,Ideal,H,SI2,61.2,57.4,4564,6.57,6.63,4.04,175.978764,4225.93
1.0,Ideal,H,SI1,61.4,57.0,4564,6.37,6.34,3.9,157.50462000000002,4564.0
0.9,Very Good,G,VVS2,63.0,58.0,4565,6.07,6.15,3.85,143.72242500000002,5072.22
1.09,Ideal,J,SI1,61.4,55.0,4565,6.61,6.67,4.08,179.881896,4188.07
1.04,Fair,E,SI2,67.5,56.0,4566,6.28,6.22,4.22,164.83995199999998,4390.38
1.01,Very Good,E,SI2,60.9,58.0,4566,6.45,6.49,3.94,164.93037,4520.79
1.04,Ideal,G,SI2,60.4,58.0,4566,6.56,6.62,3.98,172.84025599999998,4390.38
1.01,Good,E,SI2,60.2,60.0,4566,6.37,6.42,3.85,157.44729,4520.79
0.91,Good,H,VS1,57.8,61.0,4566,6.4,6.36,3.69,150.19776000000002,5017.58
1.04,Premium,E,SI2,59.2,58.0,4566,6.7,6.64,3.95,175.7276,4390.38
0.92,Ideal,H,VS2,62.2,55.0,4568,6.21,6.27,3.88,151.07439599999998,4965.22
1.06,Ideal,F,SI2,60.7,57.0,4568,6.57,6.61,4.0,173.7108,4309.43
1.0,Good,H,SI1,61.5,64.0,4568,6.38,6.41,3.93,160.720494,4568.0
1.0,Good,H,VS2,62.7,54.0,4569,6.26,6.31,3.94,155.632364,4569.0
1.12,Premium,F,SI2,60.5,59.0,4570,6.73,6.79,4.09,186.89950299999998,4080.36
0.79,Very Good,E,VVS1,62.8,60.0,4570,5.8,5.89,3.67,125.37454,5784.81
1.06,Very Good,E,SI2,61.7,62.0,4570,6.5,6.54,4.02,170.89019999999996,4311.32
1.45,Fair,J,SI2,58.6,68.0,4570,7.45,7.33,4.34,237.00089,3151.72
0.91,Premium,G,VS1,62.5,61.0,4570,6.17,6.05,3.82,142.59487,5021.98
1.02,Premium,F,SI2,62.5,57.0,4570,6.47,6.43,4.03,167.656463,4480.39
1.06,Premium,G,SI2,61.5,58.0,4571,6.6,6.54,4.04,174.38255999999998,4312.26
1.06,Premium,G,SI2,61.9,60.0,4571,6.53,6.52,4.04,172.005424,4312.26
1.12,Premium,H,SI1,62.0,56.0,4572,6.69,6.59,4.13,182.079723,4082.14
1.15,Ideal,H,SI2,62.6,55.0,4572,6.74,6.65,4.19,187.79999000000004,3975.65
1.0,Good,E,SI1,63.9,57.0,4573,6.31,6.34,4.04,161.62181599999997,4573.0
1.32,Good,J,SI1,63.5,57.0,4573,6.95,6.98,4.42,214.41862,3464.39
1.03,Very Good,H,SI1,63.5,53.0,4573,6.43,6.46,4.09,169.889602,4439.81
1.07,Premium,F,SI2,62.4,57.0,4573,6.58,6.53,4.09,175.736666,4273.83
1.0,Very Good,H,SI1,62.4,58.0,4574,6.37,6.42,3.99,163.17264600000001,4574.0
1.01,Good,H,SI1,62.9,55.0,4574,6.35,6.41,4.01,163.22103499999997,4528.71
1.21,Premium,J,SI1,59.7,60.0,4574,6.93,6.9,4.13,197.48421,3780.17
0.94,Ideal,D,SI1,62.3,57.0,4575,6.24,6.29,3.9,153.07344,4867.02
1.01,Very Good,E,SI2,62.2,58.0,4575,6.36,6.43,3.98,162.76130400000002,4529.7
1.0,Very Good,E,SI2,60.6,60.0,4576,6.33,6.4,3.86,156.37632,4576.0
1.12,Very Good,H,SI1,63.1,56.0,4576,6.62,6.59,4.17,181.91958599999998,4085.71
1.02,Ideal,F,SI2,61.4,56.0,4578,6.47,6.5,3.98,167.3789,4488.24
1.06,Ideal,G,SI2,61.0,57.0,4578,6.56,6.61,4.02,174.31363199999998,4318.87
1.11,Ideal,H,SI2,62.7,57.0,4578,6.59,6.66,4.14,181.702116,4124.32
1.11,Ideal,H,SI2,62.0,54.0,4578,6.61,6.64,4.11,180.389544,4124.32
1.11,Ideal,H,SI2,61.3,55.0,4578,6.65,6.73,4.1,183.49345000000002,4124.32
1.11,Premium,H,SI2,61.6,60.0,4578,6.6,6.67,4.09,180.04997999999998,4124.32
1.09,Premium,H,SI2,61.7,60.0,4578,6.59,6.57,4.06,175.78297799999999,4200.0
1.09,Premium,H,SI2,62.1,55.0,4578,6.63,6.58,4.1,178.86414,4200.0
1.01,Premium,H,SI1,60.5,58.0,4578,6.47,6.39,3.89,160.825437,4532.67
0.9,Very Good,D,SI1,62.5,59.0,4579,6.11,6.15,3.83,143.91799500000002,5087.78
0.9,Ideal,D,SI1,62.5,57.0,4579,6.12,6.2,3.85,146.08440000000002,5087.78
1.18,Premium,I,SI2,60.8,58.0,4579,6.84,6.78,4.14,191.993328,3880.51
1.03,Premium,F,SI1,60.9,60.0,4579,6.52,6.45,3.95,166.11329999999998,4445.63
0.9,Premium,G,VS1,62.7,58.0,4579,6.15,6.06,3.83,142.74027,5087.78
1.0,Premium,E,SI2,62.7,58.0,4579,6.41,6.34,4.0,162.5576,4579.0
1.0,Very Good,E,SI2,63.3,58.0,4579,6.35,6.32,4.01,160.92932,4579.0
1.27,Premium,J,VS2,62.2,58.0,4580,6.88,6.84,4.27,200.94278399999996,3606.3
0.9,Very Good,E,VS2,59.1,62.0,4580,6.24,6.28,3.7,144.99264000000002,5088.89
0.9,Good,F,VS1,63.5,57.0,4580,6.06,6.09,3.86,142.454844,5088.89
0.9,Very Good,E,VS2,62.2,59.0,4580,6.13,6.18,3.83,145.09342199999998,5088.89
0.9,Good,E,VS2,63.1,58.0,4580,6.11,6.15,3.87,145.42105500000002,5088.89
0.9,Very Good,E,VS2,62.9,57.0,4580,6.16,6.18,3.88,147.706944,5088.89
1.2,Very Good,J,SI2,61.8,60.0,4580,6.76,6.83,4.2,193.91736,3816.67
1.03,Very Good,D,SI2,63.7,56.0,4580,6.32,6.39,4.05,163.55844,4446.6
1.0,Ideal,H,SI2,62.0,55.0,4580,6.39,6.43,3.98,163.529046,4580.0
0.94,Premium,E,SI1,62.0,58.0,4580,6.27,6.24,3.88,151.804224,4872.34
0.94,Premium,E,SI1,60.0,58.0,4580,6.44,6.37,3.84,157.52755200000001,4872.34
0.94,Premium,E,SI1,62.4,56.0,4580,6.27,6.24,3.9,152.58671999999999,4872.34
1.11,Premium,E,SI2,62.5,58.0,4581,6.61,6.63,4.14,181.432602,4127.03
1.01,Very Good,E,SI2,63.3,58.0,4581,6.37,6.3,4.01,160.92531,4535.64
1.0,Good,I,VS1,63.9,56.0,4581,6.37,6.18,4.01,157.860066,4581.0
1.03,Ideal,G,SI2,61.8,55.0,4582,6.46,6.51,4.01,168.638946,4448.54
1.03,Good,J,VS1,60.1,62.4,4582,6.43,6.49,3.88,161.91511599999998,4448.54
1.24,Very Good,J,SI2,62.2,58.0,4583,6.82,6.94,4.28,202.57582400000004,3695.97
1.02,Premium,D,SI2,59.3,60.0,4583,6.56,6.52,3.88,165.95225599999998,4493.14
1.02,Very Good,D,SI2,58.6,63.0,4583,6.56,6.54,3.84,164.745216,4493.14
1.09,Very Good,I,SI2,62.5,57.0,4584,6.56,6.58,4.11,177.407328,4205.5
1.11,Very Good,H,SI2,59.0,59.0,4584,6.79,6.82,4.02,186.157356,4129.73
0.9,Ideal,H,VS2,59.9,57.0,4584,6.27,6.31,3.77,149.155149,5093.33
1.13,Ideal,H,SI2,62.5,57.0,4584,6.67,6.71,4.18,187.07882599999996,4056.64
1.01,Ideal,I,SI1,62.4,56.0,4584,6.36,6.4,3.98,162.00192000000004,4538.61
1.07,Premium,G,SI2,62.1,59.0,4584,6.54,6.48,4.04,171.211968,4284.11
1.03,Ideal,H,SI1,59.7,55.0,4585,6.6,6.64,3.95,173.1048,4451.46
1.02,Ideal,E,SI2,62.7,57.0,4585,6.35,6.44,4.01,163.98494,4495.1
1.09,Ideal,G,SI2,61.2,57.0,4586,6.63,6.68,4.07,180.253788,4207.34
1.09,Ideal,G,SI2,62.1,56.0,4586,6.59,6.66,4.12,180.824328,4207.34
1.16,Very Good,I,SI1,62.9,58.0,4586,6.64,6.69,4.19,186.126504,3953.45
1.0,Good,F,SI1,63.6,62.0,4586,6.3,6.24,3.99,156.85488,4586.0
0.32,Ideal,D,SI1,61.3,55.0,589,4.39,4.42,2.7,52.39026,1840.62
0.32,Very Good,D,SI1,62.8,56.0,589,4.37,4.42,2.76,53.310503999999995,1840.62
0.32,Premium,D,SI1,61.5,59.0,589,4.39,4.42,2.71,52.58429799999999,1840.62
0.32,Ideal,D,SI1,61.3,57.0,589,4.37,4.41,2.69,51.84087300000001,1840.62
0.32,Ideal,D,SI1,61.4,57.0,589,4.41,4.42,2.71,52.823862,1840.62
0.32,Good,D,SI1,63.1,57.0,589,4.37,4.38,2.76,52.828056,1840.62
0.32,Good,D,SI1,63.1,56.0,589,4.34,4.38,2.75,52.2753,1840.62
0.32,Good,D,SI1,63.7,55.0,589,4.35,4.38,2.78,52.967339999999986,1840.62
0.32,Ideal,D,SI1,62.7,54.0,589,4.37,4.4,2.75,52.877,1840.62
0.32,Very Good,D,SI1,58.3,58.0,589,4.49,4.54,2.63,53.611498000000005,1840.62
0.32,Very Good,D,SI1,62.8,56.0,589,4.34,4.35,2.73,51.539669999999994,1840.62
0.32,Premium,D,SI1,61.3,60.0,589,4.41,4.43,2.71,52.943373,1840.62
0.32,Premium,D,SI1,60.8,58.0,589,4.41,4.44,2.69,52.671276,1840.62
0.32,Ideal,D,SI1,61.9,57.0,589,4.36,4.4,2.71,51.98864000000001,1840.62
0.32,Ideal,I,VVS1,62.5,55.0,589,4.37,4.4,2.74,52.684720000000006,1840.62
0.32,Premium,D,SI1,60.2,58.0,589,4.4,4.43,2.66,51.84872000000001,1840.62
0.32,Premium,D,SI1,60.4,58.0,589,4.44,4.47,2.69,53.387892,1840.62
0.32,Very Good,I,VVS1,63.0,58.0,589,4.32,4.38,2.74,51.84518400000001,1840.62
0.32,Ideal,D,SI1,62.0,57.0,589,4.38,4.42,2.73,52.851708,1840.62
0.32,Ideal,I,VVS1,61.7,55.0,589,4.39,4.4,2.71,52.34636,1840.62
0.36,Premium,G,VS2,62.5,58.0,589,4.51,4.55,2.83,58.073015,1636.11
0.32,Good,D,SI1,63.5,55.0,589,4.31,4.35,2.75,51.55837499999999,1840.62
0.32,Ideal,D,SI1,62.0,55.0,589,4.37,4.47,2.74,53.522886,1840.62
0.32,Very Good,D,SI1,58.9,60.0,589,4.47,4.49,2.64,52.985592000000004,1840.62
0.32,Ideal,D,SI1,61.5,56.0,589,4.39,4.42,2.71,52.58429799999999,1840.62
0.32,Good,D,SI1,63.6,56.0,589,4.34,4.37,2.77,52.53526600000001,1840.62
0.32,Good,D,SI1,63.3,57.0,589,4.37,4.38,2.77,53.019462,1840.62
0.32,Good,D,SI1,63.8,56.0,589,4.33,4.35,2.77,52.174335,1840.62
0.32,Ideal,D,SI1,62.5,54.0,589,4.39,4.41,2.75,53.239725,1840.62
0.32,Good,D,SI1,63.2,54.0,589,4.36,4.38,2.76,52.707168,1840.62
1.0,Premium,F,SI1,61.4,60.0,4586,6.38,6.35,3.91,158.40583,4586.0
0.9,Premium,D,VS2,63.0,62.0,4586,6.13,6.06,3.84,142.647552,5095.56
1.17,Good,I,SI1,60.0,64.0,4586,6.91,6.83,4.12,194.44463600000003,3919.66
1.0,Good,F,SI1,64.1,60.0,4586,6.25,6.19,3.99,154.363125,4586.0
1.0,Fair,F,SI1,64.8,58.0,4586,6.26,6.21,4.04,157.053384,4586.0
