carat,cut,color,clarity,depth,table,price,x,y,z,volume,price_per_carat
1.06,Ideal,F,VS2,60.5,57.0,6399,6.6,6.58,3.99,173.278,6036.79
0.84,Ideal,D,VVS1,62.0,54.0,6399,6.04,6.08,3.76,138.079,7617.86
1.06,Premium,F,VS2,62.3,58.0,6399,6.56,6.51,4.07,173.812,6036.79
1.0,Premium,E,VS2,62.9,58.0,6400,6.36,6.29,3.98,159.218,6400.0
1.35,Premium,G,SI2,58.4,59.0,6400,7.32,7.28,4.26,227.014,4740.74
1.22,Ideal,F,SI2,62.5,56.2,6401,6.81,6.85,4.27,199.189,5246.72
1.37,Ideal,I,SI2,62.2,56.0,6401,7.07,7.14,4.42,223.121,4672.26
1.57,Premium,I,SI2,62.2,60.0,6401,7.43,7.36,4.6,251.55,4077.07
1.27,Ideal,I,VS2,62.6,57.0,6401,6.92,6.88,4.32,205.673,5040.16
1.47,Premium,I,SI2,61.6,59.0,6403,7.29,7.32,4.5,240.133,4355.78
1.05,Ideal,F,VS2,62.7,56.0,6403,6.52,6.59,4.11,176.594,6098.1
1.27,Ideal,H,SI2,61.8,57.0,6403,6.93,6.96,4.29,206.919,5041.73
1.22,Premium,E,SI1,59.7,61.0,6403,7.03,6.9,4.16,201.789,5248.36
1.23,Ideal,E,SI2,61.2,55.0,6403,7.01,6.92,4.26,206.649,5205.69
1.04,Very Good,F,VS2,59.0,57.0,6405,6.64,6.69,3.93,174.577,6158.65
1.17,Ideal,I,SI1,61.7,56.0,6405,6.73,6.78,4.17,190.275,5474.36
1.3,Premium,J,VVS2,62.9,60.0,6405,6.91,6.86,4.33,205.253,4926.92
1.33,Premium,H,SI2,62.8,52.0,6405,7.15,7.06,4.46,225.136,4815.79
1.01,Very Good,G,VS2,61.6,60.0,6406,6.42,6.47,3.97,164.903,6342.57
1.01,Very Good,G,VS2,63.4,55.0,6406,6.35,6.4,4.04,164.186,6342.57
1.23,Ideal,H,VS2,59.0,57.0,6406,7.05,6.99,4.14,204.017,5208.13
1.3,Premium,H,SI2,60.1,57.0,6406,7.17,7.13,4.3,219.825,4927.69
1.01,Good,G,VS1,59.2,63.0,6407,6.5,6.48,3.84,161.741,6343.56
1.22,Very Good,G,SI2,63.2,58.0,6409,6.82,6.76,4.29,197.783,5253.28
1.32,Ideal,G,SI2,62.9,57.0,6409,6.98,6.94,4.38,212.172,4855.3
1.02,Ideal,G,VS2,62.5,58.0,6410,6.36,6.44,4.0,163.834,6284.31
1.08,Ideal,H,VS2,60.3,57.0,6411,6.67,6.7,4.03,180.097,5936.11
0.3,Premium,I,VS1,60.3,58.0,608,4.34,4.32,2.61,48.934,2026.67
0.3,Premium,I,VS1,59.8,60.0,608,4.36,4.34,2.6,49.198,2026.67
0.3,Premium,I,VS1,60.4,58.0,608,4.4,4.34,2.64,50.413,2026.67
0.3,Ideal,I,VS1,61.0,56.0,608,4.37,4.35,2.66,50.565,2026.67
0.3,Premium,I,VS1,59.1,59.0,608,4.38,4.35,2.58,49.157,2026.67
0.3,Premium,I,VS1,58.8,61.0,608,4.43,4.38,2.59,50.255,2026.67
0.3,Premium,I,VS1,60.5,60.0,608,4.33,4.3,2.61,48.596,2026.67
0.3,Premium,I,VS1,60.8,59.0,608,4.32,4.3,2.62,48.669,2026.67
0.3,Very Good,I,VS1,63.4,54.0,608,4.32,4.29,2.73,50.595,2026.67
0.3,Ideal,I,VS1,62.5,54.0,608,4.32,4.29,2.69,49.853,2026.67
0.3,Ideal,I,VS1,62.5,57.0,608,4.32,4.29,2.69,49.853,2026.67
0.3,Premium,I,VS1,61.7,58.0,608,4.32,4.27,2.65,48.883,2026.67
0.3,Premium,I,VS1,62.0,58.0,608,4.3,4.25,2.65,48.429,2026.67
0.3,Premium,I,VS1,62.9,58.0,608,4.29,4.26,2.69,49.161,2026.67
0.3,Premium,I,VS1,61.7,59.0,608,4.3,4.26,2.64,48.36,2026.67
0.3,Premium,I,VS1,63.0,53.0,608,4.31,4.26,2.7,49.574,2026.67
0.3,Premium,I,VS1,61.6,60.0,608,4.3,4.27,2.64,48.473,2026.67
0.3,Very Good,I,VS1,63.3,59.0,608,4.23,4.2,2.67,47.435,2026.67
0.3,Premium,I,VS1,62.9,59.0,608,4.3,4.22,2.68,48.631,2026.67
0.3,Good,I,VS1,63.7,58.0,608,4.25,4.23,2.7,48.539,2026.67
0.3,Very Good,I,VS1,63.5,57.0,608,4.29,4.24,2.71,49.294,2026.67
0.3,Premium,H,VS2,62.3,58.0,608,4.33,4.31,2.69,50.202,2026.67
0.3,Premium,H,VS2,60.9,61.0,608,4.35,4.32,2.64,49.611,2026.67
0.3,Ideal,H,VS2,60.7,57.0,608,4.37,4.33,2.64,49.954,2026.67
0.3,Premium,H,VS2,61.8,60.0,608,4.31,4.26,2.65,48.656,2026.67
0.3,Premium,H,VS2,60.9,61.0,608,4.3,4.27,2.61,47.922,2026.67
0.3,Very Good,H,VS2,63.5,54.0,608,4.3,4.27,2.72,49.942,2026.67
0.3,Premium,H,VS2,62.2,59.0,608,4.31,4.28,2.67,49.253,2026.67
0.3,Premium,H,VS2,61.1,61.0,608,4.33,4.31,2.64,49.268,2026.67
0.3,Premium,H,VS2,62.5,58.0,608,4.28,4.26,2.67,48.682,2026.67
1.06,Ideal,G,VS2,62.7,55.0,6411,6.53,6.49,4.08,172.909,6048.11
1.01,Good,G,VS1,63.2,61.0,6412,6.33,6.35,4.01,161.184,6348.51
1.01,Premium,G,VS1,59.8,59.0,6412,6.5,6.55,3.9,166.042,6348.51
1.28,Ideal,G,SI2,61.5,57.0,6412,6.93,7.0,4.28,207.623,5009.38
1.02,Ideal,F,VS2,62.1,57.0,6412,6.44,6.37,3.98,163.271,6286.27
1.08,Premium,G,VS2,59.4,59.0,6415,6.68,6.75,3.99,179.909,5939.81
1.08,Very Good,G,VS2,62.3,58.0,6415,6.5,6.54,4.06,172.591,5939.81
1.27,Premium,I,VS1,62.2,59.0,6415,6.87,6.92,4.29,203.948,5051.18
1.02,Premium,G,VS2,62.5,58.0,6416,6.46,6.41,4.02,166.463,6290.2
1.01,Ideal,F,VS2,61.0,57.0,6416,6.38,6.5,3.93,162.977,6352.48
1.01,Premium,F,VS2,59.2,60.0,6416,6.51,6.54,3.86,164.341,6352.48
1.01,Good,F,VS2,63.1,60.0,6416,6.36,6.39,4.02,163.374,6352.48
1.01,Very Good,F,VS2,62.8,59.0,6416,6.33,6.41,4.0,162.301,6352.48
1.01,Premium,F,VS2,62.2,60.0,6416,6.37,6.4,3.97,161.849,6352.48
1.01,Premium,F,VS2,61.7,58.0,6416,6.42,6.48,3.98,165.574,6352.48
1.01,Ideal,F,VS2,62.0,56.0,6416,6.46,6.51,4.02,169.059,6352.48
1.2,Premium,H,VS2,62.5,58.0,6416,6.77,6.73,4.23,192.728,5346.67
1.2,Premium,H,VS2,62.4,59.0,6416,6.73,6.69,4.19,188.649,5346.67
1.2,Premium,H,VS2,62.8,58.0,6416,6.75,6.7,4.22,190.85,5346.67
1.02,Ideal,G,VS2,60.4,57.0,6416,6.55,6.53,3.95,168.947,6290.2
1.02,Premium,G,VS2,61.5,59.0,6416,6.44,6.41,3.95,163.058,6290.2
1.02,Ideal,G,VS2,62.5,55.0,6418,6.43,6.49,4.04,168.592,6292.16
1.02,Ideal,G,VS2,62.8,57.0,6418,6.36,6.45,4.02,164.908,6292.16
1.21,Ideal,I,VS1,62.2,54.5,6418,6.81,6.86,4.25,198.546,5304.13
1.22,Very Good,I,VS2,59.6,58.0,6419,6.95,6.98,4.15,201.321,5261.48
1.25,Ideal,I,VS2,62.5,56.0,6419,6.87,6.92,4.31,204.899,5135.2
1.09,Ideal,H,VS2,61.4,57.0,6419,6.61,6.65,4.07,178.903,5888.99
1.17,Ideal,G,SI1,60.7,56.0,6419,6.79,6.84,4.13,191.812,5486.32
1.22,Very Good,G,SI1,63.4,56.0,6421,6.75,6.78,4.29,196.332,5263.11
1.5,Good,J,SI2,63.6,58.0,6421,7.25,7.18,4.59,238.932,4280.67
1.2,Very Good,H,VS2,63.2,54.0,6423,6.73,6.78,4.27,194.838,5352.5
1.04,Very Good,G,VS2,62.8,56.0,6424,6.42,6.48,4.05,168.486,6176.92
1.0,Ideal,F,VS2,61.7,58.0,6424,6.37,6.43,3.95,161.788,6424.0
1.29,Ideal,H,SI1,62.6,56.0,6424,6.96,6.93,4.35,209.813,4979.84
1.49,Fair,H,I1,66.9,61.0,6425,6.93,6.89,4.62,220.594,4312.08
1.01,Premium,E,VS2,62.1,58.0,6425,6.42,6.34,3.96,161.183,6361.39
1.08,Ideal,H,SI1,60.5,57.0,6426,6.63,6.67,4.02,177.773,5950.0
1.06,Ideal,D,SI1,62.6,56.0,6426,6.49,6.52,4.07,172.221,6062.26
1.29,Premium,I,SI1,61.8,59.0,6429,6.99,6.96,4.31,209.683,4983.72
1.01,Good,D,VS2,61.6,61.0,6429,6.43,6.45,3.97,164.65,6365.35
1.27,Ideal,J,VVS2,62.2,54.0,6430,6.92,6.98,4.32,208.663,5062.99
1.32,Ideal,I,SI1,62.2,57.0,6431,7.07,7.01,4.38,217.076,4871.97
1.32,Premium,H,SI2,62.7,58.0,6431,7.05,6.99,4.4,216.83,4871.97
1.02,Very Good,G,VS2,60.9,56.0,6432,6.47,6.51,3.95,166.373,6305.88
1.0,Very Good,G,VS1,59.1,61.0,6435,6.48,6.54,3.85,163.16,6435.0
1.26,Premium,H,SI1,62.1,57.0,6435,6.94,6.88,4.29,204.835,5107.14
1.23,Ideal,I,VS1,61.5,56.0,6435,6.86,6.89,4.23,199.933,5231.71
1.14,Very Good,G,VS2,63.2,56.0,6435,6.67,6.63,4.2,185.733,5644.74
1.2,Premium,F,SI1,62.9,58.0,6435,6.76,6.69,4.23,191.299,5362.5
1.69,Premium,I,I1,62.4,60.0,6436,7.59,7.56,4.73,271.409,3808.28
1.0,Good,G,SI1,59.9,58.0,6437,6.44,6.48,3.87,161.5,6437.0
1.24,Very Good,G,SI1,61.8,59.0,6438,6.85,6.88,4.24,199.823,5191.94
1.31,Premium,I,VS2,61.9,59.0,6438,7.02,6.98,4.33,212.168,4914.5
1.01,Very Good,F,VS1,59.4,58.0,6439,6.46,6.54,3.86,163.079,6375.25
1.01,Ideal,G,VS2,61.7,56.0,6439,6.43,6.46,3.98,165.32,6375.25
1.01,Ideal,G,VS2,61.9,56.0,6439,6.42,6.46,3.99,165.478,6375.25
1.01,Ideal,G,VS2,61.9,56.0,6439,6.41,6.45,3.98,164.551,6375.25
1.23,Ideal,H,SI1,61.0,56.0,6439,6.96,6.92,4.23,203.73,5234.96
1.0,Very Good,D,VS2,63.1,59.0,6440,6.26,6.36,3.98,158.458,6440.0
1.18,Ideal,H,SI1,61.5,57.0,6440,6.78,6.82,4.18,193.282,5457.63
1.25,Good,F,VS2,63.9,58.0,6440,6.76,6.71,4.31,195.5,5152.0
1.21,Premium,E,SI1,62.9,58.0,6440,6.79,6.78,4.27,196.575,5322.31
1.07,Very Good,E,VS2,60.4,58.0,6441,6.61,6.66,4.01,176.531,6019.63
1.58,Ideal,I,SI2,62.3,57.0,6441,7.42,7.34,4.6,250.529,4076.58
1.01,Premium,G,VS1,62.7,56.0,6441,6.46,6.36,4.02,165.164,6377.23
0.9,Premium,D,VS1,61.2,58.0,6441,6.27,6.25,3.83,150.088,7156.67
1.01,Premium,G,VS1,62.0,58.0,6441,6.44,6.4,3.98,164.04,6377.23
1.33,Very Good,J,VS1,61.7,55.0,6442,7.07,7.12,4.38,220.482,4843.61
1.3,Ideal,F,SI2,62.2,56.0,6442,6.96,7.0,4.34,211.445,4955.38
1.3,Premium,I,VS2,60.1,58.0,6442,7.1,7.14,4.28,216.97,4955.38
1.27,Very Good,I,VS2,62.4,58.0,6443,6.83,6.89,4.28,201.411,5073.23
1.36,Ideal,D,SI2,61.2,57.0,6443,7.15,7.19,4.39,225.683,4737.5
1.3,Good,D,SI2,57.1,63.0,6443,7.27,7.22,4.14,217.306,4956.15
1.5,Premium,H,SI2,61.8,57.0,6443,7.34,7.31,4.53,243.059,4295.33
0.91,Ideal,D,VS2,60.9,57.0,6444,6.26,6.32,3.83,151.527,7081.32
1.0,Good,E,VS2,60.6,65.0,6445,6.29,6.36,3.83,153.217,6445.0
1.11,Premium,G,VS2,60.4,58.0,6445,6.76,6.72,4.07,184.889,5806.31
1.01,Good,F,VS2,63.9,58.0,6446,6.39,6.32,4.06,163.962,6382.18
1.01,Premium,F,VS2,60.9,58.0,6446,6.47,6.41,3.92,162.573,6382.18
1.02,Very Good,D,VS2,63.9,59.0,6447,6.29,6.33,4.03,160.457,6320.59
1.14,Premium,F,SI1,61.1,58.0,6448,6.77,6.72,4.12,187.437,5656.14
1.22,Premium,G,SI1,61.2,60.0,6449,6.82,6.75,4.15,191.045,5286.07
1.01,Very Good,G,VS2,63.6,56.0,6449,6.34,6.39,4.05,164.076,6385.15
1.0,Very Good,G,VS2,62.4,58.0,6449,6.31,6.38,3.96,159.421,6449.0
1.22,Premium,G,SI1,62.1,58.0,6449,6.89,6.84,4.26,200.764,5286.07
1.01,Ideal,G,VS2,61.9,58.0,6449,6.37,6.43,3.96,162.198,6385.15
1.33,Ideal,J,VS1,62.5,58.0,6449,6.99,7.03,4.38,215.232,4848.87
1.23,Ideal,I,SI1,62.1,57.0,6449,6.83,6.88,4.26,200.179,5243.09
1.01,Good,D,VS2,64.5,58.0,6449,6.27,6.31,4.06,160.629,6385.15
1.2,Ideal,H,SI1,62.0,58.0,6450,6.78,6.83,4.22,195.417,5375.0
1.0,Premium,G,VS2,60.6,59.0,6451,6.42,6.36,3.87,158.017,6451.0
1.3,Ideal,I,SI1,62.3,58.0,6451,6.94,7.0,4.34,210.837,4962.31
1.28,Premium,I,VS2,62.5,61.0,6451,6.89,6.86,4.3,203.241,5039.84
1.2,Premium,H,SI1,61.3,60.0,6451,6.87,6.81,4.19,196.028,5375.83
1.28,Ideal,H,SI2,62.8,57.0,6451,6.92,6.87,4.33,205.85,5039.84
1.0,Premium,G,VS2,60.0,59.0,6451,6.54,6.46,3.9,164.769,6451.0
1.2,Premium,G,SI1,62.7,58.0,6451,6.71,6.66,4.19,187.245,5375.83
1.09,Very Good,G,VS1,59.7,63.0,6453,6.65,6.74,4.0,179.284,5920.18
1.09,Ideal,H,VS2,62.9,58.0,6453,6.56,6.51,4.11,175.52,5920.18
1.31,Good,I,VS1,64.3,58.7,6455,6.84,6.87,4.41,207.229,4927.48
1.45,Fair,F,SI2,64.4,58.0,6455,7.17,7.11,4.59,233.992,4451.72
1.22,Ideal,F,SI1,62.8,55.0,6456,6.87,6.79,4.29,200.117,5291.8
1.23,Very Good,H,SI1,61.0,59.0,6458,6.91,6.86,4.2,199.091,5250.41
1.04,Ideal,H,SI1,61.6,55.0,6458,6.51,6.54,4.02,171.153,6209.62
1.04,Premium,F,VS2,60.1,59.0,6458,6.61,6.56,3.96,171.712,6209.62
1.04,Ideal,G,VS2,62.0,57.0,6458,6.5,6.49,4.03,170.006,6209.62
1.28,Ideal,F,SI2,62.3,55.0,6458,6.96,6.91,4.32,207.764,5045.31
1.36,Premium,F,SI2,61.4,59.0,6458,7.16,7.12,4.38,223.289,4748.53
1.55,Premium,H,SI2,58.0,60.0,6458,7.61,7.58,4.41,254.386,4166.45
1.5,Premium,H,SI2,62.1,58.0,6458,7.31,7.21,4.51,237.7,4305.33
1.12,Ideal,E,SI1,61.6,55.0,6458,6.69,6.66,4.11,183.123,5766.07
1.23,Very Good,H,VS2,61.6,59.0,6459,6.84,6.86,4.22,198.013,5251.22
1.23,Very Good,H,VS2,60.6,59.0,6459,6.89,6.94,4.19,200.352,5251.22
1.22,Ideal,I,VS1,62.3,54.0,6459,6.82,6.86,4.26,199.305,5294.26
1.07,Ideal,F,VS2,62.0,57.0,6459,6.5,6.47,4.08,171.584,6036.45
1.03,Ideal,D,SI1,59.9,57.0,6460,6.61,6.68,3.98,175.736,6271.84
1.03,Premium,E,VS2,60.0,59.0,6460,6.6,6.54,3.94,170.066,6271.84
1.02,Good,E,VS2,63.2,60.0,6462,6.29,6.34,3.99,159.116,6335.29
1.0,Premium,G,VS1,61.2,58.0,6462,6.49,6.38,3.94,163.14,6462.0
1.34,Very Good,G,SI2,62.2,56.0,6463,7.0,7.08,4.38,217.073,4823.13
1.34,Premium,G,SI2,61.7,58.0,6464,7.04,7.1,4.36,217.93,4823.88
1.14,Very Good,D,SI1,62.7,59.0,6464,6.64,6.67,4.17,184.684,5670.18
1.0,Good,G,VS1,63.6,59.0,6465,6.34,6.3,4.02,160.567,6465.0
1.0,Ideal,G,VS1,62.2,56.0,6465,6.41,6.35,3.97,161.593,6465.0
1.0,Ideal,G,VS1,62.7,54.0,6465,6.42,6.37,4.01,163.991,6465.0
0.9,Very Good,E,VVS2,62.0,55.0,6466,6.08,6.17,3.8,142.552,7184.44
1.03,Ideal,F,VS2,60.4,56.0,6467,6.59,6.56,3.97,171.625,6278.64
1.0,Very Good,F,VS1,62.9,56.0,6468,6.38,6.43,4.03,165.324,6468.0
1.0,Very Good,F,VS1,62.6,57.0,6468,6.35,6.42,4.0,163.068,6468.0
1.2,Good,H,VS2,62.6,56.0,6468,6.73,6.76,4.22,191.988,5390.0
1.0,Premium,F,VS2,58.6,61.0,6468,6.53,6.5,3.82,162.14,6468.0
1.0,Premium,F,VS2,62.4,60.0,6468,6.38,6.35,3.97,160.837,6468.0
1.25,Ideal,E,SI1,61.1,57.0,6468,6.93,6.89,4.22,201.495,5174.4
1.1,Premium,D,SI1,60.7,55.0,6468,6.74,6.71,4.08,184.52,5880.0
1.0,Premium,F,VS2,62.6,60.0,6468,6.37,6.29,3.96,158.667,6468.0
1.22,Ideal,I,VS1,62.3,57.0,6469,6.81,6.85,4.25,198.256,5302.46
1.22,Ideal,I,VS1,61.9,55.7,6469,6.81,6.84,4.23,197.035,5302.46
1.01,Premium,G,VVS2,61.3,61.0,6470,6.47,6.32,3.92,160.29,6405.94
1.31,Ideal,F,SI1,62.4,56.0,6470,6.98,6.9,4.33,208.541,4938.93
1.1,Ideal,H,VS1,61.4,57.0,6470,6.65,6.64,4.08,180.156,5881.82
1.01,Premium,G,VVS2,61.9,60.0,6470,6.45,6.41,3.98,164.551,6405.94
1.07,Ideal,G,VS2,63.0,55.0,6471,6.55,6.5,4.11,174.983,6047.66
1.07,Premium,G,VS2,60.9,58.0,6471,6.6,6.56,4.01,173.617,6047.66
1.07,Ideal,G,VS2,62.2,57.0,6471,6.55,6.53,4.07,174.08,6047.66
1.07,Premium,G,VS2,60.5,56.0,6471,6.71,6.64,4.04,180.0,6047.66
1.07,Premium,G,VS2,62.1,58.0,6471,6.59,6.55,4.08,176.111,6047.66
1.2,Ideal,H,SI1,62.2,56.0,6471,6.8,6.77,4.23,194.732,5392.5
1.27,Ideal,H,SI1,61.5,55.0,6472,6.97,6.95,4.28,207.33,5096.06
1.29,Ideal,E,SI2,62.8,57.0,6473,6.94,6.88,4.34,207.223,5017.83
1.7,Good,I,I1,63.6,58.0,6474,7.52,7.48,4.77,268.311,3808.24
1.26,Ideal,H,SI1,61.7,58.0,6476,6.95,6.9,4.27,204.768,5139.68
1.06,Good,G,VS1,63.4,57.0,6477,6.45,6.48,4.1,171.364,6110.38
1.53,Ideal,H,I1,62.3,56.0,6477,7.38,7.34,4.59,248.637,4233.33
1.26,Ideal,E,SI2,61.0,57.0,6477,7.03,6.97,4.27,209.226,5140.48
1.21,Ideal,G,VS2,61.7,56.0,6478,6.85,6.83,4.22,197.435,5353.72
1.02,Very Good,F,VS2,59.4,58.0,6479,6.52,6.62,3.9,168.333,6351.96
1.02,Ideal,F,VS2,62.7,54.0,6479,6.42,6.5,4.05,169.006,6351.96
1.02,Very Good,F,VS2,61.7,58.0,6479,6.47,6.5,4.0,168.22,6351.96
1.02,Premium,F,VS2,61.3,58.0,6479,6.42,6.54,3.97,166.688,6351.96
1.02,Good,F,VS2,63.3,59.0,6479,6.37,6.4,4.04,164.703,6351.96
1.02,Ideal,F,VS2,62.7,56.0,6479,6.39,6.44,4.02,165.429,6351.96
1.07,Ideal,H,VS1,60.2,59.0,6479,6.66,6.69,4.02,179.113,6055.14
1.03,Premium,G,VS1,62.1,59.0,6479,6.48,6.4,4.0,165.888,6290.29
1.01,Very Good,E,VS2,63.1,56.0,6480,6.34,6.4,4.02,163.116,6415.84
1.09,Ideal,G,VS2,62.3,57.0,6480,6.6,6.57,4.1,177.784,5944.95
1.33,Ideal,H,SI2,62.7,57.0,6480,7.05,6.98,4.4,216.52,4872.18
1.33,Premium,G,SI2,63.0,59.0,6480,7.0,6.97,4.4,214.676,4872.18
1.33,Very Good,H,SI2,62.5,58.0,6482,7.04,6.97,4.38,214.921,4873.68
1.06,Very Good,G,VS2,61.7,57.0,6483,6.5,6.57,4.03,172.101,6116.04
1.31,Ideal,H,SI2,62.2,57.0,6484,6.96,7.0,4.34,211.445,4949.62
1.03,Premium,F,VS2,62.0,58.0,6484,6.5,6.46,4.02,168.8,6295.15
1.2,Ideal,H,SI1,60.8,57.0,6485,6.9,6.88,4.19,198.908,5404.17
1.05,Ideal,G,VS2,60.8,57.0,6486,6.58,6.65,4.02,175.903,6177.14
1.05,Ideal,G,VS2,61.9,56.0,6486,6.52,6.56,4.05,173.223,6177.14
1.05,Very Good,G,VS2,62.8,57.0,6486,6.45,6.49,4.06,169.954,6177.14
1.03,Very Good,G,VS1,60.6,58.0,6487,6.48,6.55,3.95,167.654,6298.06
1.2,Ideal,H,VS2,59.9,57.0,6487,6.91,6.87,4.13,196.058,5405.83
1.01,Premium,E,VS2,62.4,60.0,6488,6.39,6.43,4.0,164.351,6423.76
1.01,Very Good,E,VS2,62.9,57.0,6488,6.37,6.43,4.02,164.656,6423.76
0.94,Ideal,G,VVS1,62.4,58.0,6488,6.22,6.27,3.9,152.098,6902.13
1.24,Ideal,H,SI1,60.9,57.0,6488,6.9,6.95,4.22,202.37,5232.26
1.22,Premium,G,SI1,60.7,59.0,6492,6.92,6.96,4.21,202.767,5321.31
1.15,Ideal,G,VS2,61.4,57.0,6492,6.78,6.74,4.15,189.643,5645.22
1.15,Premium,G,VS2,61.5,58.0,6492,6.76,6.71,4.14,187.789,5645.22
1.2,Premium,G,SI1,63.0,60.0,6494,6.81,6.75,4.27,196.281,5411.67
1.38,Very Good,J,VS2,62.7,56.0,6494,7.06,7.11,4.44,222.873,4705.8
1.51,Premium,E,I1,59.0,62.0,6494,7.41,7.36,4.36,237.784,4300.66
1.18,Ideal,I,VVS1,59.7,54.0,6494,6.99,6.92,4.15,200.739,5503.39
1.37,Premium,G,SI2,59.6,60.0,6495,7.24,7.18,4.3,223.528,4740.88
1.1,Very Good,H,VVS2,59.7,57.8,6497,6.7,6.76,4.01,181.621,5906.36
1.01,Very Good,G,VS1,62.8,59.0,6499,6.34,6.37,3.99,161.139,6434.65
1.01,Premium,G,VS1,62.6,59.0,6499,6.38,6.46,4.02,165.683,6434.65
1.01,Premium,G,VS1,62.6,59.0,6499,6.38,6.43,4.01,164.504,6434.65
1.01,Good,G,VS1,63.2,58.0,6499,6.34,6.38,4.02,162.606,6434.65
1.01,Premium,G,VS1,62.7,58.0,6499,6.38,6.41,4.01,163.992,6434.65
1.01,Good,G,VS1,63.7,57.0,6499,6.32,6.37,4.04,162.644,6434.65
1.01,Premium,G,VS1,60.8,58.0,6499,6.44,6.51,3.94,165.182,6434.65
1.01,Premium,G,VS1,62.3,59.0,6499,6.38,6.42,3.99,163.429,6434.65
1.01,Ideal,G,VS1,61.8,57.0,6499,6.4,6.45,3.97,163.882,6434.65
1.02,Ideal,G,VS2,61.4,55.0,6499,6.48,6.51,3.99,168.317,6371.57
1.2,Premium,H,VS2,62.8,59.0,6500,6.75,6.7,4.22,190.85,5416.67
1.14,Very Good,G,VS2,61.3,57.0,6500,6.69,6.78,4.13,187.329,5701.75
1.01,Ideal,F,VS2,62.6,57.0,6501,6.39,6.43,4.01,164.762,6436.63
1.01,Very Good,E,SI1,63.4,55.0,6501,6.38,6.42,4.06,166.296,6436.63
1.2,Ideal,G,SI1,61.2,56.0,6502,6.92,6.84,4.21,199.271,5418.33
1.35,Ideal,H,VS2,61.6,55.0,6502,7.08,7.02,4.34,215.705,4816.3
2.07,Fair,G,I1,67.7,56.0,6503,7.76,7.73,5.25,314.92,3141.55
1.24,Ideal,F,SI2,61.4,58.0,6503,6.85,6.9,4.22,199.458,5244.35
1.12,Premium,G,VS2,61.7,56.0,6503,6.72,6.61,4.11,182.563,5806.25
1.01,Ideal,G,VS1,62.0,57.0,6504,6.44,6.36,3.97,162.605,6439.6
1.08,Good,H,VVS1,63.1,57.0,6504,6.52,6.57,4.13,176.914,6022.22
1.09,Premium,G,VS2,60.9,56.0,6504,6.7,6.67,4.07,181.884,5966.97
1.22,Premium,I,VS1,59.4,60.0,6504,7.02,6.96,4.15,202.766,5331.15
1.01,Ideal,G,VS2,61.8,57.0,6504,6.43,6.41,3.97,163.629,6439.6
1.09,Premium,G,VS2,61.7,58.0,6504,6.6,6.53,4.05,174.547,5966.97
1.02,Premium,G,VS1,60.8,58.0,6505,6.52,6.47,3.95,166.628,6377.45
1.21,Premium,H,SI1,61.6,61.0,6505,6.88,6.83,4.22,198.299,5376.03
1.32,Premium,H,VS2,61.5,59.0,6505,7.04,7.01,4.32,213.194,4928.03
1.21,Premium,D,SI2,62.5,57.0,6505,6.79,6.71,4.22,192.267,5376.03
1.21,Premium,D,SI2,62.5,57.0,6505,6.79,6.71,4.22,192.267,5376.03
1.29,Ideal,F,SI2,61.7,54.0,6509,7.08,6.99,4.34,214.783,5045.74
1.01,Good,G,VS1,64.0,60.0,6509,6.29,6.33,4.04,160.855,6444.55
1.01,Good,E,VS1,64.6,58.0,6509,6.22,6.29,4.04,158.06,6444.55
1.29,Ideal,I,VS2,62.7,57.0,6509,6.97,6.91,4.35,209.508,5045.74
1.02,Ideal,F,VS2,62.9,57.0,6509,6.42,6.33,4.01,162.961,6381.37
1.23,Ideal,G,SI1,61.4,56.0,6509,6.94,6.91,4.25,203.81,5291.87
1.51,Premium,H,SI2,62.9,58.0,6511,7.31,7.26,4.58,243.063,4311.92
1.51,Ideal,I,VS2,60.7,57.0,6511,7.42,7.35,4.48,244.326,4311.92
1.51,Good,J,SI1,64.1,61.0,6511,7.19,7.16,4.6,236.81,4311.92
1.2,Ideal,H,SI1,62.7,55.0,6512,6.76,6.73,4.23,192.443,5426.67
1.01,Ideal,G,VS2,60.1,55.0,6512,6.53,6.58,3.94,169.292,6447.52
1.11,Ideal,F,SI1,61.1,57.0,6512,6.67,6.69,4.08,182.059,5866.67
1.53,Premium,H,SI2,61.5,60.0,6512,7.46,7.39,4.56,251.39,4256.21
3.0,Very Good,H,I1,63.1,55.0,6512,9.23,9.1,5.77,484.64,2170.67
1.33,Very Good,I,SI1,62.6,56.0,6513,6.97,7.03,4.38,214.616,4896.99
0.92,Ideal,D,VS2,61.4,56.0,6513,6.26,6.28,3.85,151.354,7079.35
1.01,Very Good,E,VS2,63.3,58.0,6516,6.38,6.35,4.03,163.267,6451.49
1.01,Very Good,E,VS2,63.3,60.0,6516,6.33,6.3,4.0,159.516,6451.49
1.01,Premium,E,VS2,58.1,60.0,6516,6.58,6.51,3.8,162.776,6451.49
1.01,Ideal,G,VS2,61.5,57.0,6516,6.49,6.45,3.98,166.605,6451.49
1.01,Very Good,E,VS2,61.1,62.0,6517,6.39,6.5,3.94,163.648,6452.48
1.01,Good,E,VS2,58.9,62.0,6517,6.55,6.63,3.88,168.495,6452.48
1.15,Ideal,E,SI1,60.2,57.0,6517,6.8,6.77,4.09,188.287,5666.96
1.0,Very Good,E,VS2,62.6,60.0,6518,6.35,6.4,3.99,162.154,6518.0
